SITIO;PROYECTADO;NOMBRE;NOMBRE ZONA;NOMBRE SALA;Filas Nombre;DISPOSITIVO;Dispositivo ID;IP;Estado;MARCA;MODELO;Clase;Agrupador;Función;Contexto;Parent;Vigencia Baja;Vigencia Fecha Desde Date;Vigencia Fecha Hasta Date;Fecha Foto Date;Assettag;Fecha Carga Date;Fecha Instalación Date;Fecha Ultima Modificación Date;Fecha Descubrimiento Date;Fecha Auditoría Date;CLASIFICACION EDIFICIO;PROVINCIA;REGION;SUB REGION
JNI;ARBBJNI;JUNIN;Sala de Baterias - PB;;;ARBBJNI_SEA0002_RBM1;1301215;10.217.35.136;Operativo;WEINTEK;CMT2078X;BATERIA DE LITIO PARA PLANTA DE CONTINUA MONITOREO;BANCO DE BATERIAS;ENERGIA;ENTORNO DE RED;0;0;2023-06-13;9999-01-02;2024-11-27;648885263aa4c825228809;2023-06-13;2022-01-01;2023-12-28;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JNI;ARBBJNI;JUNIN;Sala Objetivo - PB;;POD_1;ARBBJNI_SOB0001_AAI_1;1357932;10.217.35.133;Operativo;CLIMAVENETA;CRCX-I 0121;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2023-11-03;9999-01-02;2024-11-27;5b3d29b7ccd0d;2023-11-03;2020-01-28;2024-02-09;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JNI;ARBBJNI;JUNIN;Sala Objetivo - PB;;POD_1;ARBBJNI_SOB0001_AAI_2;1357909;10.217.35.135;Operativo;CLIMAVENETA;CRCX-I 0121;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2023-11-03;9999-01-02;2024-11-27;5b3d1f6d0a1d2;2023-11-03;2023-07-01;2024-07-15;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JNI;ARBBJNI;JUNIN;Sala Objetivo - PB;;POD_1;ARBBJNI_SOB0001_AKC_1;1393330;10.217.35.138;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2023-12-22;9999-01-02;2024-11-27;658567235db83800456413;2023-12-22;2023-12-21;2023-12-28;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JNI;ARBBJNI;JUNIN;Sala Racks - PB;;;ARBBJNI_SOB0001_PCC_A;1299303;10.217.35.134;Operativo;ELTEK;CHASIS SISTEMA RECTIFICADOR 500 A;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2023-06-06;9999-01-02;2024-11-27;647f71e49d00d872556940;2023-06-06;2023-01-03;2024-10-23;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JOR;ARSSJOR;SAN JORGE;Sala Grupo Electrógeno;;GE;ARSSJOR_SGA0001_GEN_1A;365369;10.91.230.28;Operativo;DEUTZ;F Series 30;GRUPO ELECTROGENO CABINADO;GRUPO ELECTROGENO;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5cacdc33a0f65;2016-05-16;2016-05-16;2024-11-22;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;33 LITORAL SUR
JOR;ARSSJOR;SAN JORGE;Sala Rack General;;;ARSSJOR_SRG0001_REC_A1;1326717;10.91.230.29;Operativo;Huawei;POWER CHASIS;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2023-08-30;9999-01-02;2024-11-27;64ef84c26215c830954162;2023-08-30;2023-05-11;2023-10-24;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;33 LITORAL SUR
JUD;ARTTJUD;JUDICIALES;SALA DE FUERZA;;PCC ZTE;ARTTJUD_SEA0001_REC_1;1228608;10.217.5.250;Operativo;ZTE;PRCC 1400 A;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-11-29;9999-01-02;2024-11-27;6386416a80b67613615617;2022-11-29;2022-11-29;2024-08-30;;1900-01-02;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
JUG;ARJJJUG;SAN JUAN;Sala Objetivo;;POD1;ARJJJUG_SOB0001_AIX_X1_AE08;1138331;10.217.29.70;Operativo;Emerson;CR025;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6299fa31316fe873739613;2022-06-03;2022-09-17;2024-02-09;;1900-01-02;EDIFICIO HUB;SAN JUAN;2 MEDITERRANEA;24 MEDITERRANEA CUYO
JUG;ARJJJUG;SAN JUAN;Sala Objetivo;;POD1;ARJJJUG_SOB0001_AIX_X2_AD03;1138332;10.217.29.71;Operativo;Emerson;CR025;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6299fafab300c801383492;2022-06-03;2022-09-17;2024-02-09;;1900-01-02;EDIFICIO HUB;SAN JUAN;2 MEDITERRANEA;24 MEDITERRANEA CUYO
JUG;ARJJJUG;SAN JUAN;Sala Objetivo;;Fila 03;ARJJJUG_SOB0001_AKC_1;1354763;10.217.29.66;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2023-10-26;9999-01-02;2024-11-27;653acb4a65ba3180527530;2023-10-26;2023-10-25;2023-12-21;;1900-01-02;EDIFICIO HUB;SAN JUAN;2 MEDITERRANEA;24 MEDITERRANEA CUYO
JUG;ARJJJUG;SAN JUAN;Sala Objetivo;;;ARRJJJUG_SOB0001_PCC_AA-17_A1;1393524;10.217.29.69;Operativo;ELTEK;CHASIS SISTEMA RECTIFICADOR 500 A;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2023-12-22;9999-01-02;2024-11-27;6585b27105f7e633409281;2023-12-22;2001-01-01;2023-12-27;;1900-01-02;EDIFICIO HUB;SAN JUAN;2 MEDITERRANEA;24 MEDITERRANEA CUYO
JUL;ARBBJUL;9 DE JULIO;Sala de Energia - PB;;;ARBBJUL_SEA0001_TTA_A_EXE;1405366;10.100.189.3;Operativo;Exemys;SSE232-IA3;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2024-01-24;9999-01-02;2024-11-27;65b0ea695f377823706049;2024-01-24;2023-12-01;2024-03-20;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;41 PBA CENTRO
JUL;ARBBJUL;9 DE JULIO;Sala de Energia - PB;;;ARBBJUL_SEA0001_UPS_B;1309392;10.100.189.7;Operativo;SCHNEIDER;Symmetra PX 160 kW;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2023-07-13;9999-01-02;2024-11-27;64afefafbaf83492706231;2023-07-13;2023-09-15;2024-05-31;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;41 PBA CENTRO
JUL;ARBBJUL;9 DE JULIO;Sala Objetivo - PB;;Fila AE;ARBBJUL_SOB0001_AE02_AKC;1412254;10.100.189.2;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2024-02-14;9999-01-02;2024-11-27;65cd0880aa55a326767455;2024-02-14;2024-02-14;2024-02-14;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;41 PBA CENTRO
JUL;ARBBJUL;9 DE JULIO;Sala Objetivo - PB;;SISTEMA AA VRV;ARBBJUL_SOB0001_VRV_VMC_1;1252326;10.100.189.8;Operativo;MITSUBISHI;AE-200A;VRV MODULO CONTROLADOR;REFRIGERACION EXPANSION DIRECTA VRV;CLIMATIZACION;ENTORNO DE RED;0;0;2023-02-07;9999-01-02;2024-11-27;63e29780c364a607808598;2023-02-07;2010-08-10;2024-07-30;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;41 PBA CENTRO
JUN;ARBBJUN;JUNIN;Sala de Energía A;;;ARBBJUN_SEA0001_TTA_A_EXE;682361;10.100.189.195;Operativo;Exemys;SSE232;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5fe0b3e438381;2020-12-21;2020-12-21;2024-05-29;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JUN;ARBBJUN;JUNIN;Sala de Rack 2;;;ARBBJUN_SEA0001_UPS_A1;476100;10.100.189.197;Operativo;VERTIV;Liebert APM 150;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5e616657c4d4a;1969-12-31;2020-07-13;2024-05-24;;2021-06-30;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JUN;ARBBJUN;JUNIN;Sala de Rack 1;;;ARBBJUN_SOB0001_APX_X1;548098;10.100.178.194;Operativo;SCHNEIDER;IDAV0601A;AIRE ACONDICIONADO EXPANSION DIRECTA EXPANSOR;AIRE ACONDICIONADO;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5f0cc504a0e27;2020-07-13;2020-07-13;2023-10-06;;2020-07-13;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JUN;ARBBJUN;JUNIN;Sala de Rack 1;;;ARBBJUN_SOB0001_APX_X2;548099;10.100.178.195;Operativo;SCHNEIDER;IDAV0601A;AIRE ACONDICIONADO EXPANSION DIRECTA EXPANSOR;AIRE ACONDICIONADO;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5f0cc74026fa9;2020-07-13;2020-07-13;2023-10-06;;2020-07-13;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JUN;ARBBJUN;JUNIN;Sala de Rack 1;;;ARBBJUN_SOB0001_APX_X3;548100;10.100.178.196;Operativo;SCHNEIDER;IDAV0601A;AIRE ACONDICIONADO EXPANSION DIRECTA EXPANSOR;AIRE ACONDICIONADO;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5f0cc92ac10db;2020-07-13;2020-07-13;2023-10-06;;2020-07-13;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JUN;ARBBJUN;JUNIN;Sala de Rack 1;;Fila AJ;ARBBJUN_SOB0001_REC_AJ05_A1_CMTS1;337785;10.100.189.219;Operativo;ENATEL;TBA 48VCC 6KW;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5c34f26e1166a;1969-12-31;2020-07-13;2023-06-09;;2020-07-13;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JUN;ARBBJUN;JUNIN;Sala de Rack 1;;Fila AJ;ARBBJUN_SOB0001_REC_AJ05_A1_CMTS2;337783;10.100.189.217;Operativo;ENATEL;TBA 48VCC 6KW;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5c34f26de1310;1969-12-31;2020-07-13;2023-06-09;;2020-07-13;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JUN;ARBBJUN;JUNIN;Sala de Rack 1;;Fila AJ;ARBBJUN_SOB0001_REC_AJ05_B1_CMTS1;337786;10.100.189.220;Operativo;ENATEL;TBA 48VCC 6KW;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5c34f26e21041;1969-12-31;2020-07-13;2023-06-09;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
JUN;ARBBJUN;JUNIN;Sala de Rack 1;;Fila AJ;ARBBJUN_SOB0001_REC_AJ05_B1_CMTS2;337784;10.100.189.218;Operativo;ENATEL;TBA 48VCC 6KW;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5c34f26df2dc1;1969-12-31;2020-07-13;2023-06-09;;2020-07-13;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
KEN;ARTTKEN;KENNEDY;SALA DE FUERZA;;REC;ARTTKEN_SEA0001_REC_1;1193323;10.217.5.242;Operativo;ELTEK;CHASIS SISTEMA RECTIFICADOR 1400 A CON DISTRIBUCION;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-09-02;9999-01-02;2024-11-27;6311eff36b956309809885;2022-09-02;2022-09-02;2024-10-18;;2022-11-18;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
KFB;ARBBKFB;BURZACO;Shelter;;;ARBBKFB_SRG0001_AKC_0020_21;1451880;10.217.26.52;Operativo;AKCP;SPX-U-M4A-S-POE;MODULO PRINCIPAL DE MONITOREO;CONTROL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2024-07-22;9999-01-02;2024-11-27;669e7700e2074125887816;2024-07-22;1900-01-02;2024-10-08;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
KFB;ARBBKFB;BURZACO;Shelter;;;ARBBKFB_SRG0001_PCC_A1;1176344;10.217.26.51;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62cc0dc678312171117197;1900-01-02;2022-07-11;2024-07-26;;2022-07-11;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
KFD;ARBBKFD;CONCENTRADOR 9 - REMEDIOS DE ESCALADA;SHELTER;;;ARBBKFD_SRG0001_AKC_0020_35;1451882;10.217.26.44;Operativo;AKCP;SPX-U-M4A-S-POE;MODULO PRINCIPAL DE MONITOREO;CONTROL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2024-07-22;9999-01-02;2024-11-27;669e77bb682a8270788010;2024-07-22;1900-01-02;2024-10-15;;2024-10-15;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
KFD;ARBBKFD;CONCENTRADOR 9 - REMEDIOS DE ESCALADA;SHELTER;;;ARBBKFD_SRG0001_PCC_1;821869;10.217.26.42;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6061e53240aff;2021-03-29;2021-03-29;2024-07-26;;2023-12-15;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
KFM;ARBBKFM;MUNIZ;Shelter;;;ARBBKFM_SRG0001_AKC_1_0025_29;1190600;10.217.31.66;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-26;9999-01-02;2024-11-27;6308e647ba1a2749781660;2022-08-26;2023-04-27;2023-04-27;;2023-04-27;EDIFICIO HUB;BUENOS AIRES;1 AMBA;13 GBA OESTE
KFM;ARBBKFM;MUNIZ;Shelter;;;ARBBKFM_SRG0001_PCC_1;687090;10.217.31.67;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5ff35d1131847;2021-01-04;2021-01-04;2024-07-26;;2021-02-09;EDIFICIO HUB;BUENOS AIRES;1 AMBA;13 GBA OESTE
KFM;ARBBKFM;MUNIZ;Shelter;;;ARBBKFM_SRG0001_RBL_1;1355193;10.217.31.72;Operativo;BLUNERY;BATBLUTEL48200;BATERIA DE LITIO PARA PLANTA DE CONTINUA;BANCO DE BATERIAS;ENERGIA;ENTORNO DE RED;0;0;2023-10-27;9999-01-02;2024-11-27;653bcf099f711850866915;2023-10-27;2023-10-25;2023-11-07;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;1 AMBA;13 GBA OESTE
KLJ;ARBBKLJ;SAN JUSTO - LM;Sala Shelter;;;ARBBKLJ_SRG0001_AKC_0020_28;1451854;10.217.19.172;Operativo;AKCP;SPX-U-M4A-S-POE;MODULO PRINCIPAL DE MONITOREO;CONTROL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2024-07-22;9999-01-02;2024-11-27;669e7334b4ce1743107683;2024-07-22;1900-01-02;2024-09-19;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;1 AMBA;13 GBA OESTE
KLJ;ARBBKLJ;SAN JUSTO - LM;Sala Shelter;;;ARBBKLJ_SRG0001_PCC_X1;626085;10.217.19.170;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5fb81b0d12b70;2020-11-20;2011-04-19;2024-09-19;;2020-11-20;EDIFICIO HUB;BUENOS AIRES;1 AMBA;13 GBA OESTE
KLW;ARBBKLW;AVELLANEDA CFO13;Sala de Rack;;;ARBBKLW_SRG0001_AKC_0110_33;1451892;10.217.26.252;Operativo;AKCP;SPX-U-M4A-S-POE;MODULO PRINCIPAL DE MONITOREO;CONTROL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2024-07-22;9999-01-02;2024-11-27;669e78a41ffd0700148071;2024-07-22;1900-01-02;2024-10-01;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
KLW;ARBBKLW;AVELLANEDA CFO13;Sala de Rack;;;ARBBKLW_SRG0001_PCC_A1;1176363;10.217.26.251;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62cc33b47df1b838004953;1900-01-02;2022-07-11;2024-07-26;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
KRP;ARSSCIP;CRISPI;Sala Rack General;;;ARSSCIP_SRG0001_REC_A1;1326655;10.91.206.21;Operativo;Huawei;POWER CHASIS;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2023-08-30;9999-01-02;2024-11-27;64ef76fb4e7e2453196936;2023-08-30;2023-07-06;2023-10-24;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;33 LITORAL SUR
KTI;ARLLKTI;CATRILO;Shelter;;;ARLLKTI_SRG0001_AKC_1;1231060;10.217.10.42;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-12-05;9999-01-02;2024-11-27;638e494ec6a62233010433;2022-12-05;2022-12-05;2024-01-03;;1900-01-02;EDIFICIO HUB;LA PAMPA;2 MEDITERRANEA;23 MEDITERRANEA SUR
LAB;ARXXLBD;LABOULAYE;Sala de Energía A;;;ARXXLBD_SEA0001_UPS_A1;243105;10.100.190.198;Operativo;BORRI;B8033 FSX;UPS SWITCHING CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b69d85b0ed30;1969-12-31;2018-08-07;2024-10-24;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
LAB;ARXXLBD;LABOULAYE;Sala de Energía A;;;ARXXLBD_SEA0001_UPS_A2;364436;10.100.190.199;Operativo;BORRI;B8033;UPS SWITCHING CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5c9e648cb9171;1969-12-31;2019-03-29;2024-10-24;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
LAB;ARXXLBD;LABOULAYE;Sala de Rack 1;;Fila AJ;ARXXLBD_SGR0001_REC_REC1;1188989;10.100.190.200;Operativo;EATON;APS 12;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62fff63266d5e380029926;1900-01-02;2022-08-19;2024-10-16;;2022-08-19;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
LAD;ARKKLAD;LA MERCED;Sector Genérico;;;PCC1.LAD.;1139070;10.217.39.234;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;629f5ae04cb24192079723;1900-01-02;2022-06-07;2024-08-21;;2022-06-07;EDIFICIO HUB;CATAMARCA;2 MEDITERRANEA;82 TUCUMAN Y SCL
LAF;ARXXLAF;LA FALDA - CORDOBA;Sala de UPS B;;;ARXXLAF_SEB1S01_UPS_B1;1303062;10.217.22.71;Operativo;SCHNEIDER;Galaxy VS 100 kW;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2023-06-26;9999-01-02;2024-11-27;6499ee89164bb281822730;2023-06-26;2023-11-14;2024-09-11;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;21 MEDITERRANEA NORTE
LAF;ARXXLAF;LA FALDA - CORDOBA;Sala Objetivo;;POD 4;ARXXLAF_SOB0001_AIX_X1_AM09;1118487;10.217.22.72;Operativo;SCHNEIDER;ACRD 301;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;625db0fe3c296265022632;2022-04-18;2022-04-18;2024-09-23;;2022-10-28;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;21 MEDITERRANEA NORTE
LAF;ARXXLAF;LA FALDA - CORDOBA;Sala Objetivo;;POD 4;ARXXLAF_SOB0001_AIX_X2_AR10;1118489;10.217.22.73;Operativo;SCHNEIDER;ACRD 301;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;625db21e36b9f524467741;2022-04-18;2022-04-18;2024-09-23;;2022-10-28;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;21 MEDITERRANEA NORTE
LAF;ARXXLAF;LA FALDA - CORDOBA;Sala Objetivo;;POD 4;ARXXLAF_SOB0001_AIX_X3_AM06;1118490;10.217.22.74;Operativo;SCHNEIDER;ACRD 301;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;625db2d93a355648033401;2022-04-18;2022-04-18;2024-09-23;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;21 MEDITERRANEA NORTE
LAF;ARXXLAF;LA FALDA - CORDOBA;Sala Objetivo;;POD 4;ARXXLAF_SOB0001_AIX_X4_AR05;1118491;10.217.22.75;Operativo;SCHNEIDER;ACRD 301;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;625db31ae91fb801983084;2022-04-18;2022-04-18;2024-09-23;;2022-10-28;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;21 MEDITERRANEA NORTE
LAF;ARXXLAF;LA FALDA - CORDOBA;Sala Objetivo;;POD 4;ARXXLAF_SOB0001_AKC_1_AM19_21;1187610;10.217.22.66;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62fbb32a3ddd9075352912;2022-08-16;2023-01-03;2023-03-09;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;21 MEDITERRANEA NORTE
LAF;ARXXLAF;LA FALDA - CORDOBA;Sala Objetivo;;;ARXXLAF_SOB0001_UPS_A1;1118486;10.217.22.70;Operativo;Legrand;Archimod HE 120 KVA;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;625daf5cd61b8226381397;2022-04-18;2022-04-18;2024-02-05;;2022-09-30;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;21 MEDITERRANEA NORTE
LAF;ARXXLAF;LA FALDA - CORDOBA;Sala Objetivo;;POD 4;ARXXLAF_SOB_ENATEL_AP-14;1438404;10.217.22.83;Operativo;ENATEL;TBA 48VCC 6KW;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2024-06-08;9999-01-02;2024-11-27;6664652410e5f644429181;2024-06-08;2024-06-08;2024-06-21;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;21 MEDITERRANEA NORTE
LAF;ARXXLAF;LA FALDA - CORDOBA;Sala Objetivo;;POD 4;ARXXLAF_SOB_ENATEL_AP-17;1408951;10.217.22.81;Operativo;ENATEL;RECTIFICADOR 24V;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2024-01-30;9999-01-02;2024-11-27;65b940263c751623079294;2024-01-30;2023-01-01;2024-06-21;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;21 MEDITERRANEA NORTE
LAF;ARXXLAF;LA FALDA - CORDOBA;Sala de Conmutación;;PCC ELTEK;ARXXLAF_SRG0001_PCC_A1;1209135;10.217.22.68;Operativo;ELTEK;CHASIS SISTEMA RECTIFICADOR 2800 A CON DISTRIBUCION;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-10-05;9999-01-02;2024-11-27;633d9facc3347372343214;2022-10-05;2022-10-05;2024-10-21;;2022-10-05;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;21 MEDITERRANEA NORTE
